Uke,År,Lokalitetsnummer,Lokalitetsnavn,Voksne hunnlus,Lus i bevegelige stadier,Fastsittende lus,Trolig uten fisk,Har telt lakselus,Kommunenummer,Kommune,Fylkesnummer,Fylke,Lat,Lon,Lusegrense uke,Over lusegrense uke,Sjøtemperatur,ProduksjonsområdeId,Produksjonsområde
21,2025,16497,Langevågen,,,,Ja,Nei,4613,BØMLO,46,Vestland,59.613384,5.245933,0.2,,,3,Karmøy til Sotra
21,2025,11116,Langholmen,0.02,0.27,0.05,Nei,Ja,1838,GILDESKÅL,18,Nordland,67.05783,14.025333,0.2,Nei,7.7,8,Helgeland til Bodø
21,2025,34637,Langholmen N,,,,Ja,Nei,1866,HADSEL,18,Nordland,68.66638,14.914717,0.2,,,9,Vestfjorden og Vesterålen
21,2025,45154,Langneset,0.26,0.79,0.19,Nei,Ja,5534,KARLSØY,55,Troms,70.05127,19.76845,0.2,Ja,5.9,11,Kvaløya til Loppa
21,2025,20559,Langskjæra,0.06,0.23,0.01,Nei,Ja,5014,FRØYA,50,Trøndelag,63.8225,8.75505,0.2,Nei,8.49,6,Nordmøre og Sør-Trøndelag
21,2025,33557,Langskjæra II,0.04,0.22,0.01,Nei,Ja,5014,FRØYA,50,Trøndelag,63.821815,8.743433,0.2,Nei,8.49,6,Nordmøre og Sør-Trøndelag
21,2025,28036,Langskjæran,0,0,0.08,Nei,Ja,1838,GILDESKÅL,18,Nordland,67.118385,13.898417,0.2,Nei,7.63,8,Helgeland til Bodø
21,2025,45236,Langtaren,,,,Ja,Nei,5014,FRØYA,50,Trøndelag,63.75285,8.9278,0.2,,,6,Nordmøre og Sør-Trøndelag
21,2025,34457,Langås,0.07,0.02,0,Nei,Ja,5534,KARLSØY,55,Troms,70.01095,19.66665,0.2,Nei,5.79,11,Kvaløya til Loppa
21,2025,11767,Langøy,0.01,0.29,0.1,Nei,Ja,4636,SOLUND,46,Vestland,61.04395,4.724283,0.2,Nei,9.93,4,Nordhordaland til Stadt
21,2025,26295,Langøy,0.16,0.97,0.18,Nei,Ja,4631,ALVER,46,Vestland,60.77947,5.16,0.2,Nei,11.03,4,Nordhordaland til Stadt
21,2025,45081,Langøya,0.11,0.08,0,Nei,Ja,1818,HERØY I NORDLAND,18,Nordland,66.06672,12.252833,0.2,Nei,8.52,8,Helgeland til Bodø
21,2025,12380,Langøya Kvaløya,0.01,0.14,0.05,Nei,Ja,5014,FRØYA,50,Trøndelag,63.791515,8.6066,0.2,Nei,8.35,6,Nordmøre og Sør-Trøndelag
21,2025,11238,Langøyhovden,0,0,0,Nei,Ja,1868,ØKSNES,18,Nordland,68.80338,14.866383,0.2,Nei,6.3,9,Vestfjorden og Vesterålen
21,2025,13055,Langøyna Ø,,,,Ja,Nei,1146,TYSVÆR,11,Rogaland,59.2983,5.713333,0.2,,,2,Ryfylke
21,2025,37297,Larstangen,0,0,0.06,Nei,Ja,5534,KARLSØY,55,Troms,70.0834,20.092167,0.2,Nei,5.9,11,Kvaløya til Loppa
21,2025,15957,Latvika,0.02,0.01,0,Nei,Ja,5636,UNJÁRGA - NESSEBY,56,Finnmark,70.0645,29.0347,0.2,Nei,4.84,13,Øst-Finnmark
21,2025,45124,Laukelandsøyna,,,,Ja,Nei,4645,ASKVOLL,46,Vestland,61.317833,4.915,0.2,,,4,Nordhordaland til Stadt
21,2025,11438,Lauplandsholmen,,,,Ja,Nei,1145,BOKN,11,Rogaland,59.179733,5.472633,0.2,,,2,Ryfylke
21,2025,33777,Lausklubben,0.01,0.05,0,Nei,Ja,5636,UNJÁRGA - NESSEBY,56,Finnmark,70.02748,29.292133,0.2,Nei,4.76,13,Øst-Finnmark
21,2025,45122,Lausund,0.06,0.33,0,Nei,Ja,1580,HARAM,15,Møre og Romsdal,62.598232,6.180333,0.2,Nei,8.8,5,Stadt til Hustadvika
21,2025,11350,Lavika,0.15,0.51,0.22,Nei,Ja,5530,SENJA,55,Troms,69.25753,17.0887,0.2,Nei,6.66,10,Andøya til Senja
21,2025,13340,Leiholmane,,,,Ja,Nei,4635,GULEN,46,Vestland,60.980633,4.87435,0.2,,,4,Nordhordaland til Stadt
21,2025,45233,Leikvika,,,,Ja,Nei,5530,SENJA,55,Troms,69.21467,16.899767,0.2,,,10,Andøya til Senja
21,2025,26675,Leirholmen,,,,Ja,Nei,1834,LURØY,18,Nordland,66.3565,12.530117,0.2,,,8,Helgeland til Bodø
21,2025,30857,Leirvik,,,,Ja,Nei,1838,GILDESKÅL,18,Nordland,67.028366,14.1253,0.2,,,8,Helgeland til Bodø
21,2025,13699,Leirvika,,,,Ja,Nei,4634,MASFJORDEN,46,Vestland,60.7411,5.342433,0.2,,,4,Nordhordaland til Stadt
21,2025,12870,Leite,0.21,0.74,0.01,Nei,Ja,1554,AVERØY,15,Møre og Romsdal,63.03515,7.676817,0.2,Ja,9.99,6,Nordmøre og Sør-Trøndelag
21,2025,19098,Leivsethamran,0,0,0,Nei,Ja,1841,FAUSKE,18,Nordland,67.22784,15.348633,0.2,Nei,7.6,8,Helgeland til Bodø
21,2025,34257,Lekafjorden II,0.14,0.89,1.08,Nei,Ja,5052,LEKA,50,Trøndelag,65.07878,11.724033,0.2,Nei,8.1,7,Nord-Trøndelag med Bindal
21,2025,23056,Lekangsund II,0.1,0.2,0.05,Nei,Ja,5530,SENJA,55,Troms,69.03768,17.264133,0.2,Nei,6.2,10,Andøya til Senja
21,2025,14086,Lelandsholmen,0,1.1,0.63,Nei,Ja,4613,BØMLO,46,Vestland,59.72855,5.152383,0.2,Nei,8.81,3,Karmøy til Sotra
21,2025,35977,Lian,,,,Ja,Nei,1836,RØDØY,18,Nordland,66.55787,13.525907,0.2,,,8,Helgeland til Bodø
21,2025,36497,Lille Djupfest,,,,Ja,Nei,1851,LØDINGEN,18,Nordland,68.47665,16.09135,0.2,,,9,Vestfjorden og Vesterålen
21,2025,10840,Lille Kufjord,0,0,0,Nei,Ja,5601,ALTA,56,Finnmark,70.34752,22.972967,0.2,Nei,5.8,12,Vest-Finnmark
21,2025,13317,Lille Kvalfjord,,,,Ja,Nei,5601,ALTA,56,Finnmark,70.30338,22.937983,0.2,,,12,Vest-Finnmark
21,2025,10262,Lille Kvitholmen,0.19,0.38,0.14,Nei,Ja,5060,NÆRØYSUND,50,Trøndelag,65.01145,11.6139,0.2,Nei,7.94,7,Nord-Trøndelag med Bindal
21,2025,12392,Lille Torsøy,,,,Ja,Nei,5056,HITRA,50,Trøndelag,63.60615,8.492133,0.2,,,6,Nordmøre og Sør-Trøndelag
21,2025,10990,Lille Åsvær,0.14,0.32,0.06,Nei,Ja,1827,DØNNA,18,Nordland,66.22887,12.312267,0.2,Nei,7.81,8,Helgeland til Bodø
21,2025,28396,Lindarholmen,0.11,1.1,0.09,Nei,Ja,4616,TYSNES,46,Vestland,60.083866,5.63925,0.2,Nei,14,3,Karmøy til Sotra
21,2025,12212,Lindeneset,0.01,0.3,0,Nei,Ja,4650,GLOPPEN,46,Vestland,61.80282,5.979733,0.2,Nei,8.53,4,Nordhordaland til Stadt
21,2025,12966,Lindvik,0.29,1.15,0.06,Nei,Ja,1160,VINDAFJORD,11,Rogaland,59.474068,5.976433,0.2,Ja,9.39,2,Ryfylke
21,2025,45044,Linesvika,,,,Ja,Nei,1836,RØDØY,18,Nordland,66.53785,13.325183,0.2,,,8,Helgeland til Bodø
21,2025,45066,Lingaholmane,0.05,0,0,Nei,Ja,4622,KVAM,46,Vestland,60.249382,6.05955,0.2,Nei,11.26,3,Karmøy til Sotra
21,2025,14076,Lismåsøy,0.17,0.33,0.01,Nei,Ja,1813,BRØNNØY,18,Nordland,65.4933,12.169217,0.2,Nei,7.7,8,Helgeland til Bodø
21,2025,35317,Litjevika,0,0,0,Nei,Ja,5528,DYRØY,55,Troms,69.00265,17.440567,0.2,Nei,6.52,10,Andøya til Senja
21,2025,14039,Litle Lunnøy,0.15,0.99,0.35,Nei,Ja,4625,AUSTEVOLL,46,Vestland,60.02005,5.169533,0.2,Nei,10.2,3,Karmøy til Sotra
21,2025,13876,Litletveitholane,0.02,0.08,0,Nei,Ja,4630,OSTERØY,46,Vestland,60.479782,5.443633,0.2,Nei,11.54,4,Nordhordaland til Stadt
21,2025,11410,Litleøya,,,,Ja,Nei,1870,SORTLAND,18,Nordland,68.611664,15.381083,0.2,,,9,Vestfjorden og Vesterålen
21,2025,12022,Ljonesbjørgene,,,,Ja,Nei,4622,KVAM,46,Vestland,60.2564,6.16585,0.2,,,3,Karmøy til Sotra
21,2025,14435,Ljøsøy N,,,,Ja,Nei,4626,ØYGARDEN,46,Vestland,60.565132,4.878417,0.2,,,4,Nordhordaland til Stadt
21,2025,28996,Loddetå,0,0,0,Nei,Ja,4612,SVEIO,46,Vestland,59.691784,5.543717,0.2,Nei,9.4,3,Karmøy til Sotra
21,2025,36757,Lubben,0.06,0.17,0.08,Nei,Ja,5534,KARLSØY,55,Troms,69.936714,19.832184,0.2,Nei,5.8,11,Kvaløya til Loppa
21,2025,14043,Lybergsvika,0.15,0.4,0.01,Nei,Ja,1539,RAUMA,15,Møre og Romsdal,62.64515,7.450533,0.2,Nei,9.89,5,Stadt til Hustadvika
21,2025,10292,Lyklingholmen N,0.08,0.98,0.35,Nei,Ja,4613,BØMLO,46,Vestland,59.713833,5.155467,0.2,Nei,8.9,3,Karmøy til Sotra
21,2025,45206,Lyngholmane,0.09,0.54,0.17,Nei,Ja,4636,SOLUND,46,Vestland,61.19315,4.8515,0.2,Nei,9.75,4,Nordhordaland til Stadt
21,2025,12978,Lyngholmen,0.03,0.73,0.05,Nei,Ja,4635,GULEN,46,Vestland,61.016933,5.007033,0.2,Nei,9.12,4,Nordhordaland til Stadt
21,2025,33337,Lyngnes,,,,Ja,Nei,4624,BJØRNAFJORDEN,46,Vestland,60.119682,5.719817,0.2,,,3,Karmøy til Sotra
21,2025,45229,Lyngvær,,,,Ja,Nei,1836,RØDØY,18,Nordland,66.66295,12.580733,0.2,,,8,Helgeland til Bodø
21,2025,12385,Lyngvær Ø II,0,0.13,0.2,Nei,Ja,5014,FRØYA,50,Trøndelag,63.80621,8.567418,0.2,Nei,8.5,6,Nordmøre og Sør-Trøndelag
21,2025,32057,Lyngøy,,,,Ja,Nei,5060,NÆRØYSUND,50,Trøndelag,64.81865,10.935217,0.2,,,7,Nord-Trøndelag med Bindal
21,2025,45024,Lyregrunnen,,,,Ja,Nei,1103,STAVANGER,11,Rogaland,59.21425,5.717267,0.2,,,2,Ryfylke
21,2025,12633,Lyrnesset,,,,Ja,Nei,5049,FLATANGER,50,Trøndelag,64.5256,10.748133,0.2,,,7,Nord-Trøndelag med Bindal
21,2025,38957,Låderskjera,,,,Ja,Nei,1145,BOKN,11,Rogaland,59.194965,5.478617,0.2,,,2,Ryfylke
21,2025,19355,Låva,0.18,2.66,0.14,Nei,Ja,1103,STAVANGER,11,Rogaland,59.2966,5.990283,0.2,Nei,9.72,2,Ryfylke
21,2025,40137,Lønngrunnen,0.14,0.13,0.05,Nei,Ja,5057,ØRLAND,50,Trøndelag,63.937534,9.779517,0.2,Nei,7.91,6,Nordmøre og Sør-Trøndelag
21,2025,16216,Lønskog,,,,Ja,Nei,1868,ØKSNES,18,Nordland,68.863,15.087283,0.2,,,9,Vestfjorden og Vesterålen
21,2025,13549,Løypingneset,,,,Ja,Nei,4648,BREMANGER,46,Vestland,61.82007,5.247533,0.2,,,4,Nordhordaland til Stadt
21,2025,35477,Makrellskjæret,0.04,0.46,0.26,Nei,Ja,5049,FLATANGER,50,Trøndelag,64.54919,10.734183,0.2,Nei,8.1,7,Nord-Trøndelag med Bindal
21,2025,45241,Mangvardan,,,,Ja,Nei,1834,LURØY,18,Nordland,66.31737,12.66755,0.2,,,8,Helgeland til Bodø
21,2025,10232,Mannbruholmen,0.03,0.13,0.02,Nei,Ja,5014,FRØYA,50,Trøndelag,63.84705,8.536867,0.2,Nei,8.74,6,Nordmøre og Sør-Trøndelag
21,2025,12134,Maradalen,0.16,0.44,0.07,Nei,Ja,4617,KVINNHERAD,46,Vestland,59.762115,5.687317,0.2,Nei,13.4,3,Karmøy til Sotra
21,2025,13139,Martnesvika,0.08,0.1,0.01,Nei,Ja,1848,STEIGEN,18,Nordland,67.76705,15.580867,0.2,Nei,7.7,9,Vestfjorden og Vesterålen
21,2025,13550,Marøy Nø,,,,Ja,Nei,4648,BREMANGER,46,Vestland,61.847935,5.295383,0.2,,,4,Nordhordaland til Stadt
21,2025,10611,Marøya,0,0,0,Nei,Ja,5614,LOPPA,56,Finnmark,70.249916,21.706083,0.2,Nei,5.34,12,Vest-Finnmark
21,2025,13685,Marøya,,,,Ja,Nei,5060,NÆRØYSUND,50,Trøndelag,64.85482,11.248283,0.2,,,7,Nord-Trøndelag med Bindal
21,2025,11807,Marøytåa,,,,Ja,Nei,4602,KINN,46,Vestland,61.50675,5.118367,0.2,,,4,Nordhordaland til Stadt
21,2025,10137,Matland,,,,Ja,Nei,4624,BJØRNAFJORDEN,46,Vestland,60.264084,5.6591,0.2,,,3,Karmøy til Sotra
21,2025,21915,Matløyso,,,,Ja,Nei,4615,FITJAR,46,Vestland,59.952084,5.284933,0.2,,,3,Karmøy til Sotra
21,2025,36117,Matvika,,,,Ja,Nei,1845,SØRFOLD,18,Nordland,67.528,15.359683,0.2,,,9,Vestfjorden og Vesterålen
21,2025,10447,Mefaldskjæret,0,0,0,Nei,Ja,1820,ALSTAHAUG,18,Nordland,65.85145,12.2872,0.2,Nei,7.84,8,Helgeland til Bodø
21,2025,31637,Melkøya,0.16,0.23,0,Nei,Ja,1818,HERØY I NORDLAND,18,Nordland,66.08141,12.2005,0.2,Nei,7.8,8,Helgeland til Bodø
21,2025,45230,Meltefjord,,,,Ja,Nei,5616,HASVIK,56,Finnmark,70.49038,22.369316,0.2,,,12,Vest-Finnmark
21,2025,28956,Meløysjøen,,,,Ja,Nei,1837,MELØY,18,Nordland,66.819984,13.461467,0.2,,,8,Helgeland til Bodø
21,2025,12904,Merraberget,0,0.05,0,Nei,Ja,1506,MOLDE,15,Møre og Romsdal,62.78393,8.277933,0.2,Nei,11,6,Nordmøre og Sør-Trøndelag
21,2025,21397,Midt Femris,,,,Ja,Nei,1838,GILDESKÅL,18,Nordland,67.036934,13.967767,0.2,,,8,Helgeland til Bodø
21,2025,13541,Midtflua,0.14,0.11,0,Nei,Ja,4616,TYSNES,46,Vestland,60.076633,5.467067,0.2,Nei,12.36,3,Karmøy til Sotra
21,2025,45200,Midthjell,,,,Ja,Nei,4649,STAD,46,Vestland,61.92357,5.537517,0.2,,,4,Nordhordaland til Stadt
21,2025,34277,Mikkelsøya,0.01,0,0,Nei,Ja,1867,BØ I NORDLAND,18,Nordland,68.65618,14.729933,0.2,Nei,7,9,Vestfjorden og Vesterålen
21,2025,12047,Mjåneset,0.07,0.3,0.02,Nei,Ja,4624,BJØRNAFJORDEN,46,Vestland,60.177216,5.72195,0.2,Nei,10.09,3,Karmøy til Sotra
21,2025,11899,Mjåvatnet,,,,Ja,Nei,1114,BJERKREIM,11,Rogaland,58.63147,6.162993,0.2,,,1,Svenskegrensen til Jæren
21,2025,26435,Mjølsvik,0.14,0.22,0.07,Nei,Ja,4638,HØYANGER,46,Vestland,61.112484,6.04255,0.2,Nei,10.36,4,Nordhordaland til Stadt
21,2025,36257,Mjønes,0.1,0.34,0,Nei,Ja,5534,KARLSØY,55,Troms,70.10643,19.583866,0.2,Nei,5.81,11,Kvaløya til Loppa
21,2025,37057,Mjøsund Vest,,,,Ja,Nei,5514,IBESTAD,55,Troms,68.90805,17.407818,0.2,,,10,Andøya til Senja
21,2025,34057,Mohamn,0.01,0.01,0,Nei,Ja,5528,DYRØY,55,Troms,69.12883,17.79755,0.2,Nei,6.15,10,Andøya til Senja
21,2025,11772,Moldøyosen,0.02,0.22,0.07,Nei,Ja,4633,FEDJE,46,Vestland,60.789635,4.70075,0.2,Nei,8.96,4,Nordhordaland til Stadt
21,2025,13293,Molgavlen,,,,Ja,Nei,1865,VÅGAN,18,Nordland,68.30537,14.949933,0.2,,,9,Vestfjorden og Vesterålen
21,2025,36077,Mollvika,0.06,0.21,0.03,Nei,Ja,5503,HARSTAD,55,Troms,68.936584,16.723383,0.2,Nei,5.8,10,Andøya til Senja
21,2025,10794,Mortensnes,0.07,0.1,0.02,Nei,Ja,5601,ALTA,56,Finnmark,70.124214,23.223833,0.2,Nei,5.6,12,Vest-Finnmark
21,2025,10877,Mortenøy,,,,Ja,Nei,1813,BRØNNØY,18,Nordland,65.45723,12.549733,0.2,,,8,Helgeland til Bodø
21,2025,29516,Mortsund,,,,Ja,Nei,1860,VESTVÅGØY,18,Nordland,68.08553,13.633417,0.2,,,9,Vestfjorden og Vesterålen
21,2025,30157,Movik,0.13,0.07,0,Nei,Ja,1845,SØRFOLD,18,Nordland,67.63265,15.26325,0.2,Nei,7.27,9,Vestfjorden og Vesterålen
21,2025,33657,Movikodden N,0,0,0,Nei,Ja,1834,LURØY,18,Nordland,66.53287,12.888433,0.2,Nei,7.4,8,Helgeland til Bodø
21,2025,45004,Mulen,0.01,0.06,0.03,Nei,Ja,1848,STEIGEN,18,Nordland,67.66928,15.198867,0.2,Nei,7.7,9,Vestfjorden og Vesterålen
21,2025,10858,Mulingen,0.04,0.07,0,Nei,Ja,1811,BINDAL,18,Nordland,65.108315,12.438133,0.2,Nei,7.24,7,Nord-Trøndelag med Bindal
21,2025,35617,Mulnesodden,0.11,0.14,0.01,Nei,Ja,1838,GILDESKÅL,18,Nordland,67.14398,14.2799,0.2,Nei,7.2,8,Helgeland til Bodø
21,2025,13629,Munkholmen,0.05,1.34,0.18,Nei,Ja,1146,TYSVÆR,11,Rogaland,59.285484,5.631317,0.2,Nei,11,2,Ryfylke
21,2025,36877,Munkskjæra,0,0,0.03,Nei,Ja,5014,FRØYA,50,Trøndelag,63.819683,8.408817,0.2,Nei,8.4,6,Nordmøre og Sør-Trøndelag
21,2025,27215,Myrane,0,0.34,0.09,Nei,Ja,1535,VESTNES,15,Møre og Romsdal,62.6505,6.726683,0.2,Nei,8.59,5,Stadt til Hustadvika
21,2025,11332,Myrlandshaug,0,0,0,Nei,Ja,5516,GRATANGEN,55,Troms,68.78055,17.282284,0.2,Nei,6.5,10,Andøya til Senja
21,2025,32977,Måren,0.17,0.32,0.12,Nei,Ja,4638,HØYANGER,46,Vestland,61.152668,6.1167,0.2,Nei,9.01,4,Nordhordaland til Stadt
21,2025,10814,Mårsanjarga,0.09,0.21,0,Nei,Ja,5601,ALTA,56,Finnmark,70.23742,23.28235,0.2,Nei,6.03,12,Vest-Finnmark
21,2025,38517,Måvær,0.16,0.4,0.03,Nei,Ja,1834,LURØY,18,Nordland,66.47767,12.7355,0.2,Nei,8.08,8,Helgeland til Bodø
21,2025,12370,Måøydraga,,,,Ja,Nei,5014,FRØYA,50,Trøndelag,63.676434,8.757283,0.2,,,6,Nordmøre og Sør-Trøndelag
21,2025,12127,Mælen,0.07,0.12,0.01,Nei,Ja,4617,KVINNHERAD,46,Vestland,59.69998,5.723617,0.2,Nei,14,3,Karmøy til Sotra
21,2025,29957,Nakkestad,0.08,0.08,0,Nei,Ja,4225,LYNGDAL,42,Agder,58.055832,7.06875,0.2,Nei,10.1,1,Svenskegrensen til Jæren
21,2025,11864,Napp,,,,Ja,Nei,4207,FLEKKEFJORD,42,Agder,58.249035,6.536783,0.2,,,1,Svenskegrensen til Jæren
21,2025,10303,Nappeholmane,,,,Ja,Nei,4613,BØMLO,46,Vestland,59.742985,5.363633,0.2,,,3,Karmøy til Sotra
21,2025,10978,Naustholmen,,,,Ja,Nei,1834,LURØY,18,Nordland,66.3673,12.371417,0.2,,,8,Helgeland til Bodø
21,2025,10213,Naustneset,0.03,0.04,0,Nei,Ja,1557,GJEMNES,15,Møre og Romsdal,62.9424,8.0756,0.2,Nei,10.71,6,Nordmøre og Sør-Trøndelag
21,2025,34477,Nausttaren,,,,Ja,Nei,5020,OSEN,50,Trøndelag,64.389565,10.512533,0.2,,,6,Nordmøre og Sør-Trøndelag
21,2025,13221,Nautvik,,,,Ja,Nei,1103,STAVANGER,11,Rogaland,59.183483,5.94915,0.2,,,2,Ryfylke
21,2025,11611,Naveide,0.13,0.4,0.17,Nei,Ja,4625,AUSTEVOLL,46,Vestland,60.1386,5.110533,0.2,Nei,9.09,3,Karmøy til Sotra
21,2025,24937,Nebbo,0.17,2.54,0.42,Nei,Ja,4617,KVINNHERAD,46,Vestland,59.87075,5.725017,0.2,Nei,12.89,3,Karmøy til Sotra
21,2025,10513,Nedre Kvarv,0.15,0.23,0,Nei,Ja,1845,SØRFOLD,18,Nordland,67.45868,15.51075,0.2,Nei,7.55,9,Vestfjorden og Vesterålen
21,2025,17576,Nesevågen,,,,Ja,Nei,4635,GULEN,46,Vestland,60.893784,4.8371,0.2,,,4,Nordhordaland til Stadt
21,2025,11041,Nord Gåsvær,0.14,0.15,0,Nei,Ja,1818,HERØY I NORDLAND,18,Nordland,66.07035,12.065617,0.2,Nei,8.66,8,Helgeland til Bodø
21,2025,10375,Nord Leksa,,,,Ja,Nei,5059,ORKLAND,50,Trøndelag,63.589367,9.409217,0.2,,,6,Nordmøre og Sør-Trøndelag
21,2025,23816,Nordbotnet,,,,Ja,Nei,1828,NESNA,18,Nordland,66.25612,12.8942,0.2,,,8,Helgeland til Bodø
21,2025,14495,Nordeimsøyna,0.16,0.72,0.09,Nei,Ja,1103,STAVANGER,11,Rogaland,59.28955,5.811533,0.2,Nei,11.94,2,Ryfylke
21,2025,45014,Nordfoldleira I,0.03,0.07,0.03,Nei,Ja,1848,STEIGEN,18,Nordland,67.75228,15.239067,0.2,Nei,7.5,9,Vestfjorden og Vesterålen
21,2025,11129,Nordfugløy,0,0,0.07,Nei,Ja,1838,GILDESKÅL,18,Nordland,67.083916,13.85685,0.2,Nei,7.79,8,Helgeland til Bodø
21,2025,26315,Nordgjæslingan,,,,Ja,Nei,5060,NÆRØYSUND,50,Trøndelag,64.76597,10.913767,0.2,,,7,Nord-Trøndelag med Bindal
21,2025,10791,Nordnes,,,,Ja,Nei,5601,ALTA,56,Finnmark,70.28637,23.400284,0.2,,,12,Vest-Finnmark
21,2025,40357,Nordnesbukta,0,0,0,Nei,Ja,5603,HAMMERFEST,56,Finnmark,70.72152,23.340918,0.2,Nei,4.6,12,Vest-Finnmark
21,2025,38277,Nordre Skokkeløy,,,,Ja,Nei,5020,OSEN,50,Trøndelag,64.35658,10.424967,0.2,,,6,Nordmøre og Sør-Trøndelag
21,2025,45140,Nordskaftet,0,0,0.1,Nei,Ja,1836,RØDØY,18,Nordland,66.629684,13.10985,0.2,Nei,8.09,8,Helgeland til Bodø
21,2025,19457,Nordskag,,,,Ja,Nei,5014,FRØYA,50,Trøndelag,63.71165,8.5614,0.2,,,6,Nordmøre og Sør-Trøndelag
21,2025,35897,Nye Hessvik,,,,Ja,Nei,4618,ULLENSVANG,46,Vestland,60.130184,6.126617,0.2,,11.21,3,Karmøy til Sotra
21,2025,33297,Nye Skorpa,0,0,0.02,Nei,Ja,1827,DØNNA,18,Nordland,66.03093,12.481483,0.2,Nei,8.37,8,Helgeland til Bodø
21,2025,13020,Nygård,0.06,0.17,0.03,Nei,Ja,4623,SAMNANGER,46,Vestland,60.358067,5.683283,0.2,Nei,9.64,3,Karmøy til Sotra
21,2025,24495,Nystølvågen,0,0,0,Nei,Ja,4624,BJØRNAFJORDEN,46,Vestland,60.052334,5.79345,0.2,Nei,10.54,3,Karmøy til Sotra
21,2025,34537,Nystølvågen II,0,0,0,Nei,Ja,4624,BJØRNAFJORDEN,46,Vestland,60.05005,5.794033,0.2,Nei,11.4,3,Karmøy til Sotra
21,2025,33997,Næringsbukta,0,0,0,Nei,Ja,5616,HASVIK,56,Finnmark,70.65892,22.642418,0.2,Nei,5.5,12,Vest-Finnmark
21,2025,15659,Nøklan,0.08,0.13,0.21,Nei,Ja,5546,KVÆNANGEN,55,Troms,69.907684,21.8331,0.2,Nei,5.84,11,Kvaløya til Loppa
21,2025,33937,Nørholmen,,,,Ja,Nei,1573,SMØLA,15,Møre og Romsdal,63.338917,8.2718,0.2,,,6,Nordmøre og Sør-Trøndelag
21,2025,11922,Oanes Sjø,0,0,0,Nei,Ja,1130,STRAND,11,Rogaland,58.910084,6.079483,0.2,Nei,8.4,2,Ryfylke
21,2025,27055,Oddane,0.19,0.67,0.05,Nei,Ja,4602,KINN,46,Vestland,61.540367,4.968933,0.2,Nei,9.12,4,Nordhordaland til Stadt
21,2025,11168,Oddværsætra,,,,Ja,Nei,1865,VÅGAN,18,Nordland,68.270386,14.769217,0.2,,,9,Vestfjorden og Vesterålen
21,2025,37077,Oksbåsen,,,,Ja,Nei,1811,BINDAL,18,Nordland,65.19105,12.6723,0.2,,,7,Nord-Trøndelag med Bindal
21,2025,10181,Oksebåsen V,0.05,0.12,0,Nei,Ja,1532,GISKE,15,Møre og Romsdal,62.52025,6.16075,0.2,Nei,8.93,5,Stadt til Hustadvika
21,2025,31697,Oksen,0.14,1.35,0.09,Nei,Ja,4626,ØYGARDEN,46,Vestland,60.43418,4.94065,0.2,Nei,8.94,3,Karmøy til Sotra
21,2025,11320,Oksøy,,,,Ja,Nei,1848,STEIGEN,18,Nordland,67.97493,15.310767,0.2,,,9,Vestfjorden og Vesterålen
21,2025,10795,Olaneset,0.14,0.18,0.06,Nei,Ja,5614,LOPPA,56,Finnmark,70.2122,22.2785,0.2,Nei,5.74,12,Vest-Finnmark
21,2025,33737,Olausskjæret,0,0.09,0.07,Nei,Ja,5014,FRØYA,50,Trøndelag,63.7917,8.504717,0.2,Nei,8.35,6,Nordmøre og Sør-Trøndelag
21,2025,27876,Olderbakken,,,,Ja,Nei,1812,SØMNA,18,Nordland,65.31118,12.368633,0.2,,,7,Nord-Trøndelag med Bindal
21,2025,10790,Olderfjord,,,,Ja,Nei,5603,HAMMERFEST,56,Finnmark,70.38403,23.484533,0.2,,,12,Vest-Finnmark
21,2025,22995,Oldervik,,,,Ja,Nei,1838,GILDESKÅL,18,Nordland,67.07103,14.113967,0.2,,,8,Helgeland til Bodø
21,2025,15403,Olderøy,0,0,0,Nei,Ja,4636,SOLUND,46,Vestland,61.10195,4.711383,0.2,Nei,9.36,4,Nordhordaland til Stadt
21,2025,11908,Oltesvik,,,,Ja,Nei,1122,GJESDAL,11,Rogaland,58.85533,6.125717,0.2,,,2,Ryfylke
21,2025,28676,Olvika,,,,Ja,Nei,1834,LURØY,18,Nordland,66.4367,13.126033,0.2,,,8,Helgeland til Bodø
21,2025,38797,Oløya N,0.08,0.28,0.08,Nei,Ja,5014,FRØYA,50,Trøndelag,63.852734,8.591083,0.2,Nei,8.5,6,Nordmøre og Sør-Trøndelag
21,2025,12071,Ommundsteigen,0.08,0.2,0,Nei,Ja,1134,SULDAL,11,Rogaland,59.55078,6.5131,0.2,Nei,9.19,2,Ryfylke
21,2025,12383,Omsøyholman,,,,Ja,Nei,5056,HITRA,50,Trøndelag,63.631966,8.575567,0.2,,,6,Nordmøre og Sør-Trøndelag
21,2025,10136,Onarøy,0.05,1.18,0.1,Nei,Ja,4616,TYSNES,46,Vestland,59.95335,5.669683,0.2,Nei,14.8,3,Karmøy til Sotra
21,2025,19875,Or,0.19,0.95,0.19,Nei,Ja,1505,KRISTIANSUND,15,Møre og Romsdal,63.039932,7.850267,0.2,Nei,9.1,6,Nordmøre og Sør-Trøndelag
21,2025,39937,Orholmen,0.06,0.62,0.1,Nei,Ja,1547,AUKRA,15,Møre og Romsdal,62.77625,6.78015,0.2,Nei,8.3,5,Stadt til Hustadvika
