Uke,År,Lokalitetsnummer,Lokalitetsnavn,Voksne hunnlus,Lus i bevegelige stadier,Fastsittende lus,Trolig uten fisk,Har telt lakselus,Kommunenummer,Kommune,Fylkesnummer,Fylke,Lat,Lon,Lusegrense uke,Over lusegrense uke,Sjøtemperatur,ProduksjonsområdeId,Produksjonsområde
52,2025,15196,Aga Ø,0.3,2.87,0.12,Nei,Ja,4613,BØMLO,46,Vestland,59.845917,5.26075,0.5,Nei,8.4,3,Karmøy til Sotra
52,2025,12067,Aldalen,,,,Ja,Nei,4624,BJØRNAFJORDEN,46,Vestland,60.250015,5.571783,0.5,,,3,Karmøy til Sotra
52,2025,12982,Aldeøyna,,,,Ja,Nei,4645,ASKVOLL,46,Vestland,61.31055,4.767783,0.5,,,4,Nordhordaland til Stadt
52,2025,11756,Allersholmen,,,,Ja,Nei,4632,AUSTRHEIM,46,Vestland,60.774868,4.853533,0.5,,,4,Nordhordaland til Stadt
52,2025,45078,Almbakkevika,,,,Ja,Nei,4602,KINN,46,Vestland,61.620335,5.271967,0.5,,,4,Nordhordaland til Stadt
52,2025,13271,Almurden,0.32,0.48,0.03,Nei,Ja,5049,FLATANGER,50,Trøndelag,64.43353,10.678883,0.5,Nei,7.59,7,Nord-Trøndelag med Bindal
52,2025,11416,Alsvåg,,,,Ja,Nei,1868,ØKSNES,18,Nordland,68.9027,15.28675,0.5,,,9,Vestfjorden og Vesterålen
52,2025,12086,Alsåkervik,0,0.22,0,Nei,Ja,4617,KVINNHERAD,46,Vestland,59.759518,6.072883,0.5,Nei,10.5,3,Karmøy til Sotra
52,2025,13227,Altaneset,0.13,0.87,0.21,Nei,Ja,4624,BJØRNAFJORDEN,46,Vestland,60.248016,5.633883,0.5,Nei,9.06,3,Karmøy til Sotra
52,2025,11179,Alterosen,,,,Ja,Nei,1865,VÅGAN,18,Nordland,68.20727,14.446717,0.5,,,9,Vestfjorden og Vesterålen
52,2025,11513,Andal,0.26,0.91,0.01,Nei,Ja,4613,BØMLO,46,Vestland,59.636482,5.247117,0.5,Nei,8.7,3,Karmøy til Sotra
52,2025,38037,Andalsvågen I,,,,Ja,Nei,1816,VEVELSTAD,18,Nordland,65.5826,12.4032,0.5,,,8,Helgeland til Bodø
52,2025,32277,Andholmen 1,0.16,0.37,0.03,Nei,Ja,1573,SMØLA,15,Møre og Romsdal,63.469215,7.8523,0.5,Nei,9.42,6,Nordmøre og Sør-Trøndelag
52,2025,30156,Anevik,0.06,0.11,0,Nei,Ja,1848,STEIGEN,18,Nordland,68.00592,15.264333,0.5,Nei,7.2,9,Vestfjorden og Vesterålen
52,2025,13563,Angelskår,,,,Ja,Nei,4630,OSTERØY,46,Vestland,60.523335,5.352617,0.5,,,4,Nordhordaland til Stadt
52,2025,13518,Angstauren,,,,Ja,Nei,5501,TROMSØ,55,Troms,69.695335,18.170267,0.5,,,11,Kvaløya til Loppa
52,2025,29816,Apalvikneset,,,,Ja,Nei,4618,ULLENSVANG,46,Vestland,60.146217,6.121133,0.5,,,3,Karmøy til Sotra
52,2025,14016,Auenes,,,,Nei,Nei,4215,LILLESAND,42,Agder,58.140266,8.2553,0.5,,8.6,1,Svenskegrensen til Jæren
52,2025,45087,Aukan,,,,Ja,Nei,1554,AVERØY,15,Møre og Romsdal,63.0603,7.594283,0.5,,,6,Nordmøre og Sør-Trøndelag
52,2025,12988,Aukrasanden,,,,Ja,Nei,1547,AUKRA,15,Møre og Romsdal,62.783417,6.92605,0.5,,,5,Stadt til Hustadvika
52,2025,12357,Aursøysva,0,0,0.05,Nei,Ja,5014,FRØYA,50,Trøndelag,63.801968,8.910767,0.5,Nei,9.2,6,Nordmøre og Sør-Trøndelag
52,2025,10275,Auskarnes Ø,0.04,0.02,0.01,Nei,Ja,5614,LOPPA,56,Finnmark,70.14145,22.3542,0.5,Nei,6.23,12,Vest-Finnmark
52,2025,11800,Austneståa,0.16,0.43,0.24,Nei,Ja,4602,KINN,46,Vestland,61.490868,5.17265,0.5,Nei,8.3,4,Nordhordaland til Stadt
52,2025,26795,Austvika,0.33,0.6,0,Nei,Ja,5049,FLATANGER,50,Trøndelag,64.41853,10.696033,0.5,Nei,7.59,7,Nord-Trøndelag med Bindal
52,2025,13572,Badstuvika,0.04,0.1,0.02,Nei,Ja,5056,HITRA,50,Trøndelag,63.53398,9.1469,0.5,Nei,8.99,6,Nordmøre og Sør-Trøndelag
52,2025,45017,Bakfjorden,0.06,0.1,0,Nei,Ja,5618,MÅSØY,56,Finnmark,70.87483,24.62945,0.5,Nei,5.53,12,Vest-Finnmark
52,2025,13341,Bakjestranda,,,,Ja,Nei,4648,BREMANGER,46,Vestland,61.82025,4.940267,0.5,,,4,Nordhordaland til Stadt
52,2025,19395,Bakka,,,,Ja,Nei,4622,KVAM,46,Vestland,60.2349,6.006483,0.5,,,3,Karmøy til Sotra
52,2025,32537,Baltsfjord,0.26,0.55,0.45,Nei,Ja,5530,SENJA,55,Troms,69.54605,17.77085,0.5,Nei,7.4,10,Andøya til Senja
52,2025,13305,Barbogen,,,,Ja,Nei,5530,SENJA,55,Troms,69.36812,17.0281,0.5,,,10,Andøya til Senja
52,2025,31877,Barøya,,,,Ja,Nei,5007,NAMSOS,50,Trøndelag,64.62112,11.235517,0.5,,,7,Nord-Trøndelag med Bindal
52,2025,18235,Bastli,,,,Ja,Nei,1133,HJELMELAND,11,Rogaland,59.2694,6.193083,0.5,,,2,Ryfylke
52,2025,13845,Beitveit,0.32,0.38,0,Nei,Ja,4649,STAD,46,Vestland,62.140835,5.3275,0.5,Nei,8.86,5,Stadt til Hustadvika
52,2025,25055,Bekksneset,0.16,0.33,0.03,Nei,Ja,4637,HYLLESTAD,46,Vestland,61.07675,5.386017,0.5,Nei,8.75,4,Nordhordaland til Stadt
52,2025,12095,Bergadalen,0.22,1.93,0.31,Nei,Ja,4622,KVAM,46,Vestland,60.1216,5.908883,0.5,Nei,7.55,3,Karmøy til Sotra
52,2025,45049,Bergkråa,0.06,0.03,0,Nei,Ja,1806,NARVIK,18,Nordland,68.160866,16.333282,0.5,Nei,6.59,9,Vestfjorden og Vesterålen
52,2025,20396,Bergsnes V,0,0.15,0,Nei,Ja,5601,ALTA,56,Finnmark,70.2302,23.327984,0.5,Nei,6.26,12,Vest-Finnmark
52,2025,11930,Bjelkavik,0.32,0.87,0.12,Nei,Ja,1134,SULDAL,11,Rogaland,59.45165,5.991917,0.5,Nei,8.8,2,Ryfylke
52,2025,12178,Bjønnspjotneset,0.36,0.73,0.1,Nei,Ja,4638,HØYANGER,46,Vestland,61.098083,5.82545,0.5,Nei,9.97,4,Nordhordaland til Stadt
52,2025,31738,Bjørga,0,0.04,0,Nei,Ja,5526,SØRREISA,55,Troms,69.153984,17.948418,0.5,Nei,7,10,Andøya til Senja
52,2025,12625,Bjørgan,,,,Ja,Nei,5049,FLATANGER,50,Trøndelag,64.59268,10.908333,0.5,,,7,Nord-Trøndelag med Bindal
52,2025,31317,Bjørkvik,,,,Ja,Nei,1875,HAMARØY,18,Nordland,68.02925,16.131416,0.5,,,9,Vestfjorden og Vesterålen
52,2025,22455,Bjørlykkestranda,,,,Ja,Nei,1511,VANYLVEN,15,Møre og Romsdal,62.16655,5.5954,0.5,,,5,Stadt til Hustadvika
52,2025,12308,Bjørndal,,,,Ja,Nei,1520,ØRSTA,15,Møre og Romsdal,62.274883,6.00285,0.5,,,5,Stadt til Hustadvika
52,2025,23436,Bjørnholmen,0.1,0.8,0.35,Nei,Ja,4636,SOLUND,46,Vestland,61.20625,4.935933,0.5,Nei,9.13,4,Nordhordaland til Stadt
52,2025,11340,Bjørnstein,,,,Ja,Nei,5514,IBESTAD,55,Troms,68.886185,17.109217,0.5,,,10,Andøya til Senja
52,2025,34997,Bjørnøya,0.28,0.69,0.2,Nei,Ja,1804,BODØ,18,Nordland,67.41632,14.430617,0.5,Nei,9.2,9,Vestfjorden og Vesterålen
52,2025,45072,Bleket,0.36,3.56,0.59,Nei,Ja,4602,KINN,46,Vestland,61.911667,5.092217,0.5,Nei,9.1,4,Nordhordaland til Stadt
52,2025,12156,Blom,,,,Ja,Nei,4630,OSTERØY,46,Vestland,60.436516,5.56465,0.5,,,4,Nordhordaland til Stadt
52,2025,31857,Blomsøråsa,0.16,0.41,0.02,Nei,Ja,1820,ALSTAHAUG,18,Nordland,65.85637,12.311833,0.5,Nei,6.87,8,Helgeland til Bodø
52,2025,29458,Blåmannsvik,,,,Ja,Nei,5501,TROMSØ,55,Troms,69.73064,18.653584,0.5,,,11,Kvaløya til Loppa
52,2025,19255,Blåsenborgneset,,,,Ja,Nei,5605,SØR-VARANGER,56,Finnmark,69.73305,30.1079,0.5,,,13,Øst-Finnmark
52,2025,11399,Bogelva,0,0.07,0,Nei,Ja,5510,KVÆFJORD,55,Troms,68.65683,15.904017,0.5,Nei,7.47,10,Andøya til Senja
52,2025,10212,Bogen,0.44,0.47,0,Nei,Ja,1505,KRISTIANSUND,15,Møre og Romsdal,63.076782,7.9046,0.5,Nei,8.57,6,Nordmøre og Sør-Trøndelag
52,2025,13209,Bognøy,0.13,0.08,0.05,Nei,Ja,4631,ALVER,46,Vestland,60.604416,5.075833,0.5,Nei,10.3,4,Nordhordaland til Stadt
52,2025,13143,Bondejorda,,,,Ja,Nei,5624,LEBESBY,56,Finnmark,70.81693,27.564833,0.5,,,12,Vest-Finnmark
52,2025,10256,Bondøya,0.25,1.54,0.07,Nei,Ja,5060,NÆRØYSUND,50,Trøndelag,64.8168,10.7427,0.5,Nei,7.06,7,Nord-Trøndelag med Bindal
52,2025,11248,Bonhammaren,0,0.01,0,Nei,Ja,1867,BØ I NORDLAND,18,Nordland,68.81738,14.7101,0.5,Nei,6.7,9,Vestfjorden og Vesterålen
52,2025,15796,Borgarliflot,,,,Ja,Nei,1134,SULDAL,11,Rogaland,59.38753,5.927667,0.5,,,2,Ryfylke
52,2025,36417,Borvika,0.04,0.04,0.06,Nei,Ja,5603,HAMMERFEST,56,Finnmark,70.75667,23.4353,0.5,Nei,6.7,12,Vest-Finnmark
52,2025,45160,Botnastranda,,,,Ja,Nei,4602,KINN,46,Vestland,61.613,5.116333,0.5,,,4,Nordhordaland til Stadt
52,2025,12040,Brandaskuta,,,,Ja,Nei,4617,KVINNHERAD,46,Vestland,59.975735,5.909183,0.5,,,3,Karmøy til Sotra
52,2025,34897,Brandsfjorden,0.04,0.22,0.1,Nei,Ja,5058,ÅFJORD,50,Trøndelag,64.22307,10.279933,0.5,Nei,7.2,6,Nordmøre og Sør-Trøndelag
52,2025,11488,Brattavika,0.22,0.95,0.28,Nei,Ja,4625,AUSTEVOLL,46,Vestland,60.044117,5.303317,0.5,Nei,9.04,3,Karmøy til Sotra
52,2025,33137,Brattberg,,,,Ja,Nei,5516,GRATANGEN,55,Troms,68.71352,17.429533,0.5,,,10,Andøya til Senja
52,2025,13205,Brattholmen,0.13,2.83,0.33,Nei,Ja,4636,SOLUND,46,Vestland,61.068382,4.713817,0.5,Nei,9.47,4,Nordhordaland til Stadt
52,2025,11015,Brattholmen,0.21,1.45,0.24,Nei,Ja,1818,HERØY I NORDLAND,18,Nordland,65.90735,12.220967,0.5,Nei,6.91,8,Helgeland til Bodø
52,2025,12594,Breidvika,0.03,0.01,0,Nei,Ja,5020,OSEN,50,Trøndelag,64.29718,10.393433,0.5,Nei,7.14,6,Nordmøre og Sør-Trøndelag
52,2025,45249,Breisundet,,,,Ja,Nei,1804,BODØ,18,Nordland,67.423065,13.887633,0.5,,,9,Vestfjorden og Vesterålen
52,2025,11574,Breivik S,0.22,0.49,0.01,Nei,Ja,4613,BØMLO,46,Vestland,59.671185,5.31215,0.5,Nei,8.5,3,Karmøy til Sotra
52,2025,28336,Breivika,,,,Ja,Nei,1827,DØNNA,18,Nordland,66.1609,12.68205,0.5,,,8,Helgeland til Bodø
52,2025,32897,Breivika S,,,,Ja,Nei,1827,DØNNA,18,Nordland,66.15802,12.682067,0.5,,,8,Helgeland til Bodø
52,2025,13765,Breiviken,0.1,0.08,0,Nei,Ja,1834,LURØY,18,Nordland,66.46165,12.958033,0.5,Nei,7.3,8,Helgeland til Bodø
52,2025,33237,Breivoll,,,,Ja,Nei,5514,IBESTAD,55,Troms,68.758415,17.152517,0.5,,,10,Andøya til Senja
52,2025,10223,Bremnessvaet,0,0,0,Nei,Ja,1573,SMØLA,15,Møre og Romsdal,63.398018,8.213567,0.5,Nei,8.89,6,Nordmøre og Sør-Trøndelag
52,2025,36118,Bremnesøya,,,,Ja,Nei,1870,SORTLAND,18,Nordland,68.82377,15.400217,0.5,,,9,Vestfjorden og Vesterålen
52,2025,34197,Brennholmen,,,,Nei,Nei,1818,HERØY I NORDLAND,18,Nordland,65.978714,12.16355,0.5,,6.8,8,Helgeland til Bodø
52,2025,37357,Brensholmen,0.14,0.18,0.04,Nei,Ja,5501,TROMSØ,55,Troms,69.57837,17.994267,0.5,Nei,6.6,10,Andøya til Senja
52,2025,12466,Brettingen,0,0,0,Nei,Ja,1573,SMØLA,15,Møre og Romsdal,63.3582,8.237267,0.5,Nei,8.76,6,Nordmøre og Sør-Trøndelag
52,2025,35677,Brottøy,0.22,0.35,0,Nei,Ja,1866,HADSEL,18,Nordland,68.4885,15.125917,0.5,Nei,6.23,9,Vestfjorden og Vesterålen
52,2025,12237,Brudevika,0.14,0.32,0.08,Nei,Ja,1511,VANYLVEN,15,Møre og Romsdal,62.116566,5.420717,0.5,Nei,8.87,5,Stadt til Hustadvika
52,2025,13841,Brunsvik,0.13,0.14,0.01,Nei,Ja,4602,KINN,46,Vestland,61.910183,5.29085,0.5,Nei,8.29,4,Nordhordaland til Stadt
52,2025,11435,Bryggelandsholmane,0.07,0.15,0,Nei,Ja,1106,HAUGESUND,11,Rogaland,59.428783,5.09895,0.5,Nei,9.9,3,Karmøy til Sotra
52,2025,31038,Buarøy,,,,Ja,Nei,4626,ØYGARDEN,46,Vestland,60.220066,5.21455,0.5,,,3,Karmøy til Sotra
52,2025,45134,Bugane,0.19,0.39,0,Nei,Ja,1528,SYKKYLVEN,15,Møre og Romsdal,62.438816,6.816167,0.5,Nei,11.1,5,Stadt til Hustadvika
52,2025,11543,Buholmen,0.64,1.24,0,Nei,Ja,4625,AUSTEVOLL,46,Vestland,60.020466,5.080083,0.5,Ja,9.12,3,Karmøy til Sotra
52,2025,33537,Buholmen,0.12,0.12,0,Nei,Ja,5058,ÅFJORD,50,Trøndelag,64.1569,10.008917,0.5,Nei,7.83,6,Nordmøre og Sør-Trøndelag
52,2025,11721,Bukkeholmen,0,0,0,Nei,Ja,4636,SOLUND,46,Vestland,61.098267,4.90485,0.5,Nei,10.9,4,Nordhordaland til Stadt
52,2025,27976,Bukkholmen,0.11,1.08,0.22,Nei,Ja,1820,ALSTAHAUG,18,Nordland,65.91832,12.244583,0.5,Nei,6.99,8,Helgeland til Bodø
52,2025,12361,Bukkholmen S,,,,Ja,Nei,5014,FRØYA,50,Trøndelag,63.72378,8.8621,0.5,,,6,Nordmøre og Sør-Trøndelag
52,2025,11087,Bukkøya Ø,,,,Ja,Nei,1836,RØDØY,18,Nordland,66.64097,12.994583,0.5,,,8,Helgeland til Bodø
52,2025,11857,Buksevika,0.13,0.48,0.02,Nei,Ja,4207,FLEKKEFJORD,42,Agder,58.2079,6.636067,0.5,Nei,9.7,1,Svenskegrensen til Jæren
52,2025,22035,Buktodden Nø,,,,Ja,Nei,1833,RANA,18,Nordland,66.30832,13.432233,0.5,,,8,Helgeland til Bodø
52,2025,11162,Bullatholmen,,,,Ja,Nei,1866,HADSEL,18,Nordland,68.43512,14.848083,0.5,,,9,Vestfjorden og Vesterålen
52,2025,12730,Båfjorden,,,,Ja,Nei,5060,NÆRØYSUND,50,Trøndelag,64.94988,11.5733,0.5,,,7,Nord-Trøndelag med Bindal
52,2025,29016,Båfjordstranda,,,,Ja,Nei,5060,NÆRØYSUND,50,Trøndelag,64.964485,11.59435,0.5,,,7,Nord-Trøndelag med Bindal
52,2025,11749,Bårøy,,,,Ja,Nei,4635,GULEN,46,Vestland,60.945866,4.845383,0.5,,,4,Nordhordaland til Stadt
52,2025,10862,Båsen,,,,Ja,Nei,1811,BINDAL,18,Nordland,65.11767,12.321467,0.5,,,7,Nord-Trøndelag med Bindal
52,2025,37237,Børfjord,,,,Ja,Nei,5616,HASVIK,56,Finnmark,70.64533,22.694317,0.5,,,12,Vest-Finnmark
52,2025,20876,Børøya,0.07,0.08,0,Nei,Ja,1868,ØKSNES,18,Nordland,68.84437,14.85465,0.5,Nei,6.8,9,Vestfjorden og Vesterålen
52,2025,11230,Børøya Slaktemerd,,,,Ja,Nei,1866,HADSEL,18,Nordland,68.57433,14.960717,0.5,,,9,Vestfjorden og Vesterålen
52,2025,11754,Bøøy,,,,Ja,Nei,4631,ALVER,46,Vestland,60.727882,4.8641,0.5,,,4,Nordhordaland til Stadt
52,2025,37217,Dale,,,,Ja,Nei,5503,HARSTAD,55,Troms,68.92503,16.3452,0.5,,,10,Andøya til Senja
52,2025,12007,Dale II,,,,Ja,Nei,1103,STAVANGER,11,Rogaland,59.08215,5.71055,0.5,,,2,Ryfylke
52,2025,32497,Daljorda,0,0.09,0.06,Nei,Ja,1870,SORTLAND,18,Nordland,68.697,14.963383,0.5,Nei,7.12,9,Vestfjorden og Vesterålen
52,2025,32457,Dalsvåg Nv,0.09,0.22,0.01,Nei,Ja,1149,KARMØY,11,Rogaland,59.410816,5.21725,0.5,Nei,9.3,3,Karmøy til Sotra
52,2025,31137,Danielsnes,,,,Ja,Nei,5614,LOPPA,56,Finnmark,70.19168,22.321016,0.5,,,12,Vest-Finnmark
52,2025,35957,Danielsvika,,,,Nei,Nei,5603,HAMMERFEST,56,Finnmark,70.670586,24.488768,0.5,,6.2,12,Vest-Finnmark
52,2025,15455,Daumannsvika,0,0,0,Nei,Ja,1840,SALTDAL,18,Nordland,67.17682,15.411533,0.5,Nei,7.13,8,Helgeland til Bodø
52,2025,37557,Davatluft,0.23,0.28,0.08,Nei,Ja,5601,ALTA,56,Finnmark,70.245384,22.87385,0.5,Nei,6.56,12,Vest-Finnmark
52,2025,11076,Digermulen,0.25,0.35,0,Nei,Ja,1836,RØDØY,18,Nordland,66.675735,13.317517,0.5,Nei,6.94,8,Helgeland til Bodø
52,2025,13229,Djupedalen,0.07,0.17,0.05,Nei,Ja,4624,BJØRNAFJORDEN,46,Vestland,60.2308,5.673117,0.5,Nei,9.16,3,Karmøy til Sotra
52,2025,21336,Djupeleget,0.11,0.27,0,Nei,Ja,4638,HØYANGER,46,Vestland,61.16942,5.80735,0.5,Nei,8.19,4,Nordhordaland til Stadt
52,2025,14799,Djupestallen,,,,Ja,Nei,4616,TYSNES,46,Vestland,60.058968,5.452733,0.5,,,3,Karmøy til Sotra
52,2025,10338,Djupevik,,,,Ja,Nei,4622,KVAM,46,Vestland,60.406715,6.35625,0.5,,,3,Karmøy til Sotra
52,2025,10110,Djupevik,0.05,0.39,0.04,Nei,Ja,1103,STAVANGER,11,Rogaland,59.1474,5.863783,0.5,Nei,9.18,2,Ryfylke
52,2025,26595,Djupevika,0.81,1.73,0,Nei,Ja,4616,TYSNES,46,Vestland,60.035816,5.342217,0.5,Ja,8.78,3,Karmøy til Sotra
52,2025,20455,Djupevika,,,,Ja,Nei,4617,KVINNHERAD,46,Vestland,60.04095,6.009367,0.5,,,3,Karmøy til Sotra
52,2025,37177,Djuptaren,0.34,0.93,0.26,Nei,Ja,5060,NÆRØYSUND,50,Trøndelag,64.769264,10.629017,0.5,Nei,8,7,Nord-Trøndelag med Bindal
52,2025,33117,Djupvik,,,,Ja,Nei,1870,SORTLAND,18,Nordland,68.60365,15.34815,0.5,,,9,Vestfjorden og Vesterålen
52,2025,30097,Djupvik,0.2,0.55,0,Nei,Ja,1836,RØDØY,18,Nordland,66.73299,13.33115,0.5,Nei,7.31,8,Helgeland til Bodø
52,2025,34018,Dolma N,0,0,0,Ja,Ja,5060,NÆRØYSUND,50,Trøndelag,65.02533,11.676017,0.5,Nei,7.71,7,Nord-Trøndelag med Bindal
52,2025,10505,Dragnes,0,0.05,0,Nei,Ja,1866,HADSEL,18,Nordland,68.58393,14.707267,0.5,Nei,7.1,9,Vestfjorden og Vesterålen
52,2025,36917,Drevflesa,0.05,0.1,0,Nei,Ja,5058,ÅFJORD,50,Trøndelag,64.21087,10.115417,0.5,Nei,7.79,6,Nordmøre og Sør-Trøndelag
52,2025,32197,Dryna,0.22,0.43,0.04,Nei,Ja,1506,MOLDE,15,Møre og Romsdal,62.64467,6.557633,0.5,Nei,8.19,5,Stadt til Hustadvika
52,2025,35497,Drøno,0.16,1.96,0.17,Nei,Ja,4625,AUSTEVOLL,46,Vestland,60.08077,5.192033,0.5,Nei,9.8,3,Karmøy til Sotra
52,2025,11644,Duesund,0.3,0.77,0.45,Nei,Ja,4634,MASFJORDEN,46,Vestland,60.807835,5.2946,0.5,Nei,11.24,4,Nordhordaland til Stadt
52,2025,35237,Durmålsvika,0.02,0.02,0,Nei,Ja,5530,SENJA,55,Troms,69.4328,18.147734,0.5,Nei,6.17,10,Andøya til Senja
52,2025,13412,Dypeidet,,,,Ja,Nei,1868,ØKSNES,18,Nordland,68.83255,14.779717,0.5,,,9,Vestfjorden og Vesterålen
52,2025,11381,Dypingen,0.47,0.77,0.04,Nei,Ja,5503,HARSTAD,55,Troms,68.962364,16.5382,0.5,Nei,6.7,10,Andøya til Senja
52,2025,21415,Dyrholmen,0.3,0.68,0.05,Nei,Ja,1103,STAVANGER,11,Rogaland,59.285484,5.8583,0.5,Nei,8.49,2,Ryfylke
52,2025,32157,Dyrholmen V,0.3,1.45,0.8,Nei,Ja,4615,FITJAR,46,Vestland,59.928017,5.23015,0.5,Nei,9.5,3,Karmøy til Sotra
52,2025,12128,Dyrnes,,,,Ja,Nei,4617,KVINNHERAD,46,Vestland,59.718132,5.723383,0.5,,,3,Karmøy til Sotra
52,2025,12033,Dysvik,0.15,0.32,0.24,Nei,Ja,4622,KVAM,46,Vestland,60.191017,5.967617,0.5,Nei,7.23,3,Karmøy til Sotra
52,2025,13711,Dyvika,,,,Ja,Nei,4645,ASKVOLL,46,Vestland,61.479282,5.375283,0.5,,,4,Nordhordaland til Stadt
52,2025,10757,Dåvøya,,,,Ja,Nei,5534,KARLSØY,55,Troms,70.0722,19.341066,0.5,,,11,Kvaløya til Loppa
52,2025,12109,Ebne,0.18,0.44,0.01,Nei,Ja,4611,ETNE,46,Vestland,59.71443,5.8238,0.5,Nei,11.7,3,Karmøy til Sotra
52,2025,14041,Edøya,0.06,1.16,0.09,Nei,Ja,5056,HITRA,50,Trøndelag,63.65835,8.694417,0.5,Nei,8.8,6,Nordmøre og Sør-Trøndelag
52,2025,30137,Edøya II,0.05,1.53,0.12,Nei,Ja,5056,HITRA,50,Trøndelag,63.65805,8.683667,0.5,Nei,8.9,6,Nordmøre og Sør-Trøndelag
52,2025,30597,Eggesbønes,,,,Ja,Nei,1515,HERØY I MØRE OG ROMSDAL,15,Møre og Romsdal,62.321518,5.655833,0.5,,,5,Stadt til Hustadvika
52,2025,10045,Eidholmen,,,,Ja,Nei,4625,AUSTEVOLL,46,Vestland,60.08808,5.120633,0.5,,,3,Karmøy til Sotra
52,2025,34717,Eidisholman,0,0.97,0,Nei,Ja,1860,VESTVÅGØY,18,Nordland,68.13462,13.867217,0.5,Nei,6.7,9,Vestfjorden og Vesterålen
52,2025,10819,Eidsnes,,,,Ja,Nei,5601,ALTA,56,Finnmark,70.091,22.755167,0.5,,,12,Vest-Finnmark
52,2025,13870,Eikebærånæ,,,,Ja,Nei,4631,ALVER,46,Vestland,60.563232,5.3535,0.5,,8,4,Nordhordaland til Stadt
52,2025,34817,Eime,,,,Ja,Nei,1144,KVITSØY,11,Rogaland,59.0872,5.510417,0.5,,,2,Ryfylke
52,2025,35877,Eiterfjorden,,,,Nei,Nei,5060,NÆRØYSUND,50,Trøndelag,64.971634,11.723933,0.5,,7.96,7,Nord-Trøndelag med Bindal
52,2025,29537,Eldviktaren,0.42,0.67,0.42,Nei,Ja,5049,FLATANGER,50,Trøndelag,64.454636,10.630717,0.5,Nei,7.56,7,Nord-Trøndelag med Bindal
52,2025,30917,Elgen,0.18,0.17,0,Nei,Ja,5503,HARSTAD,55,Troms,68.87711,16.282368,0.5,Nei,6.41,10,Andøya til Senja
52,2025,10811,Elva I Årøysundet,,,,Ja,Nei,5601,ALTA,56,Finnmark,70.1337,23.330383,0.5,,,12,Vest-Finnmark
52,2025,33077,Elveneset,0.17,0.27,0.73,Nei,Ja,4637,HYLLESTAD,46,Vestland,61.205833,5.131717,0.5,Nei,8.79,4,Nordhordaland til Stadt
52,2025,32797,Elvevika,,,,Ja,Nei,5618,MÅSØY,56,Finnmark,70.9178,25.006268,0.5,,,12,Vest-Finnmark
52,2025,13241,Endal Vest,0,0.07,0,Nei,Ja,4648,BREMANGER,46,Vestland,61.909832,5.464267,0.5,Nei,9.77,4,Nordhordaland til Stadt
52,2025,12879,Endreset,0.19,0.55,1.03,Nei,Ja,1505,KRISTIANSUND,15,Møre og Romsdal,63.029682,7.713733,0.5,Nei,8.63,6,Nordmøre og Sør-Trøndelag
52,2025,45130,Engdal,0.01,0.02,0.35,Nei,Ja,5055,HEIM,50,Trøndelag,63.185932,8.752917,0.5,Nei,8.2,6,Nordmøre og Sør-Trøndelag
52,2025,11363,Enkeltstein,0.08,0.06,0,Nei,Ja,5514,IBESTAD,55,Troms,68.727585,16.910168,0.5,Nei,7,10,Andøya til Senja
52,2025,32677,Espnestaren,0.14,0.35,0,Nei,Ja,5014,FRØYA,50,Trøndelag,63.677883,8.667,0.5,Nei,9.1,6,Nordmøre og Sør-Trøndelag
52,2025,37437,Fagerholmen,,,,Ja,Nei,5014,FRØYA,50,Trøndelag,63.66395,8.603167,0.5,,,6,Nordmøre og Sør-Trøndelag
52,2025,24575,Farmannsøya,0.14,0.17,0,Nei,Ja,5058,ÅFJORD,50,Trøndelag,64.18452,10.1222,0.5,Nei,7.33,6,Nordmøre og Sør-Trøndelag
52,2025,31797,Fartøyvika,0.02,0.05,0.19,Nei,Ja,5618,MÅSØY,56,Finnmark,70.828514,24.450483,0.5,Nei,6.05,12,Vest-Finnmark
52,2025,40217,Fellesholmen,,,,Ja,Nei,5501,TROMSØ,55,Troms,69.875916,18.249,0.5,,,11,Kvaløya til Loppa
52,2025,12624,Feøyvika,,,,Ja,Nei,5049,FLATANGER,50,Trøndelag,64.56032,10.919133,0.5,,,7,Nord-Trøndelag med Bindal
52,2025,31157,Fiksneset,0.32,1.22,0.55,Nei,Ja,4626,ØYGARDEN,46,Vestland,60.176884,5.124833,0.5,Nei,9.2,3,Karmøy til Sotra
52,2025,13527,Finnkjerka,0.17,0.31,0,Nei,Ja,1866,HADSEL,18,Nordland,68.33945,15.0358,0.5,Nei,6.75,9,Vestfjorden og Vesterålen
52,2025,31398,Finnvik,,,,Ja,Nei,5501,TROMSØ,55,Troms,69.892334,18.807083,0.5,,,11,Kvaløya til Loppa
52,2025,11433,Finnvika S,0.19,0.22,0.11,Nei,Ja,5530,SENJA,55,Troms,69.50228,17.919933,0.5,Nei,7,10,Andøya til Senja
52,2025,14796,Fiskefjorden,,,,Ja,Nei,1851,LØDINGEN,18,Nordland,68.525635,16.123667,0.5,,,9,Vestfjorden og Vesterålen
52,2025,10803,Fjellbukt,,,,Ja,Nei,5546,KVÆNANGEN,55,Troms,69.90414,21.875168,0.5,,,11,Kvaløya til Loppa
52,2025,32597,Fjordprakken,0,0,0,Nei,Ja,1573,SMØLA,15,Møre og Romsdal,63.256516,7.928067,0.5,Nei,9.15,6,Nordmøre og Sør-Trøndelag
